category,field,subfield,detail,year,question,answer,choice1,choice2,choice3,choice4,time_limit,commentary
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2024,"PMBOK ガイド 第7版によれば、WBSの最下位のレベルの作業を何と呼ぶか。","ワーク・パッケージ","WBS 辞書","アクティビティ・リスト","プロジェクト・スコープ","ワーク・パッケージ",60,""
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2024,"プロジェクトマネジメントにおいて、プロジェクトチームのパフォーマンスを高めるために、チームメンバーを同じ作業場所に集めることを何というか。","コロケーション","コロケーション","ネットワーキング","バーチャルチーム","ファシリテーション",60,""
応用情報技術者試験,マネジメント系,プロジェクトマネジメント,プロジェクトマネジメント,2024,"プロジェクトマネジメントにおけるファストトラッキングの例として、適切なものはどれか。","設計が終わったモジュールから順にプログラム開発を実施するようにして、スケジュールを短縮した。","クリティカルパス上のアクティビティの開始が遅れたので、そのアクティビティに人的資源を追加した。","コストを削減するために、これまで承認されていた残業を禁止した。","仕様の確定が大幅に遅れたので、プロジェクトの完了予定日を延期した。","設計が終わったモジュールから順にプログラム開発を実施するようにして、スケジュールを短縮した。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2024,"サービスマネジメントにおいて、中断したサービスを復旧させるときの目標を定めた指標に、RTO (目標復旧時間),RPO(目標復旧時点) 及び RLO (目標復旧レベル)がある。RTOとRLOとを定めた例として、適切なものはどれか。","サービスの中断から1日以内に、中断したサービスのうちの重要なサービスに限定してサービスを復旧する。","サービスが中断する 3時間前の時点の状態にデータを復旧し、利用者の50%以上にサービスを提供できるようにする。","サービスが中断する直前の状態にデータを復旧し、当日のサービス終了時刻を、サービスが中断していた時間だけ延長する。","サービスの中断から1時間以内に、中断する1時間前の時点の状態にデータを復旧する。","サービスの中断から1日以内に、中断したサービスのうちの重要なサービスに限定してサービスを復旧する。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2024,"JIS Q 20000-1:2020 (サービスマネジメントシステム要求事項)によれば、継続的改善に関する記述として、適切なものはどれか。","改善の機会に対して適用する評価基準には、改善とサービスマネジメントの目的との整合性が含まれなければならない。","改善活動では、品質と費用の両方について改善の目標を設定しなければならない。","改善活動は、提供するサービスを改善の対象にして、サービスマネジメントシステムを改善の対象にしない。","改善の機会に対して適用する評価基準には、改善とサービスマネジメントの目的との整合性が含まれなければならない。","実施された改善は、設定した目標に照らして測定するのではなく、改善前と比較した改善の効果を測定する。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,サービスマネジメント,2024,"入出力データの管理方針の例として、適切なものはどれか。","出力帳票は授受管理表などを用いて確実に受渡しを行い、情報の重要度によっては業務部門の管理者に手渡しする。","出力帳票の利用状況を定期的に点検し、利用されていないと判断したものは、情報システム部門の判断で出力を停止する。","出力帳票は授受管理表などを用いて確実に受渡しを行い、情報の重要度によっては業務部門の管理者に手渡しする。","チェックによって発見された入力データの誤りは、情報システム部門の判断で迅速に修正する。","入力原票やEDI 受信ファイルなどの取引情報は、機密性を確保するために、データをシステムに取り込んだ後に速やかに廃棄する。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2024,"システム監査において、監査手続の適用に際して用いられる技法のうち、データの生成から入力,処理,出力,活用までのプロセス、及び組み込まれているコントロールを、書面上で、又は実際に追跡するものはどれか。","ウォークスルー法","ウォークスルー法","チェックリスト法","突合・照合法","ドキュメントレビュー法",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2024,"システム監査基準 (令和5年) における予備調査についての記述として、適切なものはどれか。","監査対象先の事務手続やマニュアルなどを通じて、業務内容,業務分掌、体制などを把握する。","監査対象先の事務手続やマニュアルなどを通じて、業務内容,業務分掌、体制などを把握する。","監査対象の実態を把握するために、必ず現地に赴いて実施する。","監査の結論を裏付けるために、十分な監査証拠を入手する。","調査の範囲は、監査対象先だけに限定する。",60,""
応用情報技術者試験,マネジメント系,サービスマネジメント,システム監査,2024,"システム監査基準(令和5年) におけるフォローアップの説明として、適切なものはどれか。","システム監査人が、監査報告書に記載した改善提案の実施状況に関する情報を収集し、改善状況をモニタリングすること","監査対象先が、監査報告書の指摘事項及び改善提案を基に改善計画の策定を行うこと","監査部門の責任者が、監査報告書を基に監査の実施状況と指摘事項の妥当性を確認すること","システム監査人が、監査報告書に記載した改善提案の実施状況に関する情報を収集し、改善状況をモニタリングすること","システム監査人が、時間の関係で調査が終了しなかった監査項目を追跡調査して報告すること",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2024,"経済産業省が取りまとめた“デジタル経営改革のための評価指標 (DX 推進指標)”によれば、DXを実現する上で基盤となる IT システムの構築に関する指標において、“IT システムに求められる要素”について経営者が確認すべき事項はどれか。","環境変化に迅速に対応し、求められるデリバリースピードに対応できる IT システムとなっているか。","IT システムの全体設計や協働できるベンダーの選定などを行える人材を育成・確保できているか。","環境変化に迅速に対応し、求められるデリバリースピードに対応できる IT システムとなっているか。","データ処理において、リアルタイム性よりも、ビッグデータの蓄積と事後の分析が重視されているか。","データを迅速に活用するために、全体最適よりも、個別最適を志向した IT システムとなっているか。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2024,"官民データ活用推進基本法などに基づいて進められているオープンデータバイデザインに関して、行政機関における取組についての記述として、適切なものはどれか。","対象となる行政データを、二次利用や機械判読に適した形態で無償公開することを前提に、情報システムや業務プロセスの企画、整備及び運用を行っている。","行政機関が保有する個人情報を産業振興などの目的でオープン化する場合は、データ公開に先立ち、個人情報保護委員会への届出が義務化されている。","行政機関において収集・蓄積された既存のデータが公開される場合、営利目的の利用は許されておらず、非営利の用途に限って利用が認められている。","行政機関における情報システムの設計において、情報セキュリティを確保する観点から、公開するデータの用途を行政機関同士の相互利用に限定している。","対象となる行政データを、二次利用や機械判読に適した形態で無償公開することを前提に、情報システムや業務プロセスの企画、整備及び運用を行っている。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2024,"業務改善の4原則としての Eliminate, Combine, Rearrange, Simplify は、業務改善を実現する上での視点を示すものである。次の業務改善例のうち, Rearrange を適用したものはどれか。","商品配送ルートを可視化した結果、移動距離の無駄が発見された。そこで、配送順を入れ替えることで、一日に配送できる件数を向上させた。","経費精算申請業務において、決裁に不要な人を申請フローから外し、決裁までに要する時間を短縮した。","商品配送ルートを可視化した結果、移動距離の無駄が発見された。そこで、配送順を入れ替えることで、一日に配送できる件数を向上させた。","表計算ソフト上で各項目を手入力していたが、一つの項目を入力すれば他の関連項目が自動計算できるように関数を設定し、作業効率を向上させた。","複数部門が集まる会議の議事録を、各部門のスタッフが、それぞれ独自に作成していた。各部門での作成をやめ、代表者1名が作成し、部門間で共有した。",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム戦略,2024,"<p>BPRによって業務を見直した場合、これまで従業員5人で年間計 9,000時間掛かっていた業務が7,000時間で実現可能なことと、その7,000時間のうちの2,000時間分の業務は外部委託が可能なことが分かった。この結果を基にBPRを実施した次のシナリオaからdのうち、当該部門において、年間当たりの金額面の効果が最も高いものはどれか。なお、いずれのシナリオも年初から実施することとし、条件に記載した時間や費用以外は考慮しないものとする。
[条件]
(1) 年間計9,000時間の内訳は従業員1人当たり1,800時間とする。
(2) 従業員1人当たりの年間の人件費は600万円とする。
(3) 外部委託が可能な2,000時間分の業務を、外部委託した場合の年間費用は700万円とする。外部委託の契約は1年単位で年間費用の700万円は固定である。
(4) 従業員の空いた時間は別の付加価値業務が行えるようになり、従業員1人につき100時間当たり20万円の利益を得ることができる。
(5) 従業員4人で当該業務を行う場合は、残り1人は他部門に異動する。当該部門では、1人分の人件費の削減効果だけを考慮する。
(6) BPR実施後、当該業務に関わらない従業員の人件費は金額面の効果とみなす。</p><img src='/images/2024r06a_ap_am_qs_64.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","シナリオ b","シナリオa","シナリオ b","シナリオ c","シナリオ d",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム企画,2024,"システムの要件を検討する際に用いる UX デザインの説明として、適切なものはどれか。","システムを利用する際にシステムの機能が利用者にもたらす有効性、操作性などに加え、快適さ、安心感、楽しさなどの体験価値を重視する設計思想のこと","システム設計時に、システム稼働後の個人情報保護などのセキュリティ対策を組み込む設計思想のこと","システムの個々のアプリケーションを利用者が享受するサービスとして捉え、その組合せでシステムを構築する設計思想のこと","システムを利用する際にシステムの機能が利用者にもたらす有効性、操作性などに加え、快適さ、安心感、楽しさなどの体験価値を重視する設計思想のこと","接続仕様や仕組みが公開されている他社のアプリケーションを活用してシステムを構築することによって、システム開発の生産性を高める設計思想のこと",60,""
応用情報技術者試験,ストラテジ系,システム戦略,システム企画,2024,"UML の図のうち、業務要件定義において、業務フローを記述する際に使用する 処理の分岐や並行処理、処理の同期などを表現できる図はどれか。","アクティビティ図","アクティビティ図","クラス図","状態マシン図","ユースケース図",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"SCMの目的はどれか。","複数の企業や組織にまたがる調達から販売までの業務プロセス全ての情報を統合的に管理することによって、コスト低減や納期短縮などを目的とする。","顧客情報や購買履歴、・クレームなどを一元管理し、きめ細かな顧客対応を行うことによって、良好な顧客関係の構築を目的とする。","顧客情報や商談スケジュール、進捗状況などの商談状況を一元管理することによって、営業活動の効率向上を目的とする。","生産,販売,在庫管理,財務会計,人事管理など基幹業務のあらゆる情報を統合管理することによって、経営効率の向上を目的とする。","複数の企業や組織にまたがる調達から販売までの業務プロセス全ての情報を統合的に管理することによって、コスト低減や納期短縮などを目的とする。",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"アンゾフの成長マトリクスを説明したものはどれか。","事業戦略を、市場浸透、市場拡大,製品開発、多角化という四つのタイプに分類し、事業の方向性を検討する際に用いる手法である。","外部環境と内部環境の観点から、強み、弱み、機会、脅威という四つの要因について情報を整理し、企業を取り巻く環境を分析する手法である。","企業のビジョンと戦略を実現するために、財務、顧客、内部ビジネスプロセス、学習と成長という四つの視点から事業活動を検討し、アクションプランまで具体化していくマネジメント手法である。","事業戦略を、市場浸透、市場拡大,製品開発、多角化という四つのタイプに分類し、事業の方向性を検討する際に用いる手法である。","製品ライフサイクルを、導入期,成長期,成熟期,衰退期という四つの段階に分類し、企業にとって最適な戦略を立案する手法である。",60,""
応用情報技術者試験,ストラテジ系,経営戦略,経営戦略マネジメント,2024,"コ・クリエーション戦略の特徴はどれか。","顧客や企業ネットワークの力を活用し、商品・サービスだけでなく、顧客の経験までを含めて差別化可能な価値を創造する。","企業の営業部門と製造部門が協働し、特定の商品・サービスに限定して、徹底的に自前主義にこだわることによって強みを発揮する。","顧客が自らのアイデアを商品の仕様に具体的に落とし込み、企業に製品を製造してもらう。","顧客や企業ネットワークの力を活用し、商品・サービスだけでなく、顧客の経験までを含めて差別化可能な価値を創造する。","自社に不足する経営資源をM&Aによって強化し、従来にない価値をより素早く創造する。",60,""
応用情報技術者試験,ストラテジ系,経営戦略,技術戦略マネジメント,2024,"企業における研究、開発、事業化、そして産業化へとステージが移行する過程の中で、事業化から産業化に移行するときの、競合製品との競争過程にある障壁を何と呼ぶか。","ダーウィンの海","キャズム","死の谷","ダーウィンの海","魔の川",60,""
応用情報技術者試験,ストラテジ系,経営戦略,ビジネスインダストリ,2024,"生成 AI のビジネス活用において、独自のデータを学習させることにより基盤モデルを自社の業務やサービスに特化したモデルへとカスタマイズすることを何と呼ぶか。","ファインチューニング","アノテーション","クラスタリング","ファインチューニング","プロンプトエンジニアリング",60,""
応用情報技術者試験,ストラテジ系,経営戦略,ビジネスインダストリ,2024,"<p>製造業のA社では、NC工作機械を用いて、四つの仕事 a~d を行っている。各仕事間の段取り時間は表のとおりである。合計の段取り時間が最小になるように仕事を行った場合の合計段取り時間は何時間か。ここで、仕事はどの順序で行ってもよく、a~dを一度ずつ行うものとし、FROMからTOへの段取り時間で算出する。</p><img src='/images/2024r06a_ap_am_qs_72.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","4","4","5","6","7",300,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"<p>構成表の製品を300個出荷しようとするとき、部品の正味所要量は何個か。ここで、A, a, b, c の在庫量は在庫表のとおりとする。また、他の仕掛残,注文残,引当残などはないものとする。</p><img src='/images/2024r06a_ap_am_qs_73.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","600","200","600","900","1,500",300,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"企業経営において、経営理念,経営戦略、事業戦略は、経営理念を最上位とするピラミッドを形成している。経営理念,経営戦略,事業戦略の関係性で適切なものはどれか。","経営理念を達成するために経営戦略を策定し、経営戦略という目標を達成するために事業戦略に分解する。","経営理念、経営戦略,事業戦略のピラミッドは上位ほど具体的な内容であるのに対して、下位にいくほど抽象的な内容となっている。","経営理念,経営戦略,事業戦略のピラミッドは上位ほど短期的な視点であるのに対して、下位にいくほど中長期的な視点となっている。","経営理念を達成するために経営戦略を策定し、経営戦略という目標を達成するために事業戦略に分解する。","経営理念を達成するために事業戦略を策定し、事業戦略という目標を達成するために経営戦略に分解する。",60,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"<p>A社とB社がそれぞれ2種類の戦略を採る場合の市場シェアが表のように予想されるとき、ナッシュ均衡、すなわち互いの戦略が相手の戦略に対して最適になっている組合せはどれか。ここで、表の各欄において、左側の数値がA社のシェア、右側の数値がB社のシェアとする。</p><img src='/images/2024r06a_ap_am_qs_75.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","A社が戦略a1, B社が戦略b2を採る組合せ","A社が戦略a1, B社が戦略b1を採る組合せ","A社が戦略a1, B社が戦略b2を採る組合せ","A社が戦略a2, B社が戦略b1を採る組合せ","A社が戦略a2, B社が戦略b2を採る組合せ",60,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"ベイズ統計の説明として、適切なものはどれか。","事前分布・事後分布といった確率に関する考え方に基づいて体系化されたものであり、機械学習、迷惑メールフィルターなどに利用されている統計理論","経済統計に関する国際条約に基づいて、貿易実態を正確に把握し、国の経済政策や企業の経済活動の資料とすることを目的とした指標を作成する統計手法","事前分布・事後分布といった確率に関する考え方に基づいて体系化されたものであり、機械学習、迷惑メールフィルターなどに利用されている統計理論","収集されたデータの代表値である平均値・中央値・最頻値を求めたり、度数分布表やヒストグラムを作成したりすることによって、データの特徴を捉える統計理論","ビッグデータの収集・分析に当たり、分析結果の検証可能性を確保し、複数の分析結果を比較可能とするために、対象をオープンデータに限定する統計手法",60,""
応用情報技術者試験,ストラテジ系,企業と法務,企業活動,2024,"<p>A社とB社の比較表から分かる、A社の特徴はどれか。</p><img src='/images/2024r06a_ap_am_qs_77.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","売上高の増加が大きな利益に結び付きやすい。","売上高の増加が大きな利益に結び付きやすい。","限界利益率が低い。","損益分岐点が低い。","不況時にも、売上高の減少が大きな損失に結び付かず不況抵抗力は強い。",60,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2024,"著作権法で保護されるものはどれか。","コンパイラのプログラム","アルゴリズム","コンパイラのプログラム","プログラム言語","プロトコル",60,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2024,"大規模なシステム開発を受注したA社では、不足する開発要員を派遣事業者であるB社からの労働者派遣によって補うことにした。A社の行為のうち、労働者派遣法に照らして適切なものはどれか。","システム開発が長期間となることが予想されるので、開発要員の派遣期間を3年とする契約を結ぶ。","システム開発が長期間となることが予想されるので、開発要員の派遣期間を3年とする契約を結ぶ。","派遣候補者の履歴書及び業務経歴書の提出をB社に求め、書類選考を行い、面接対象者を絞り込む。","派遣された要員が大きな作業負担を負うことが見込まれるので、B社に20代男性の派遣を求める。","派遣労働者がA社の指揮命令に対して申し立てた苦情に自社で対応せず、その処理をB社に任せる。",60,""
応用情報技術者試験,ストラテジ系,企業と法務,法務,2024,"デジタル社会形成基本法において掲げられている 10項目の基本理念に含まれているものはどれか。","全ての国民が情報通信技術の恵みを享受できる社会の実現を目指し、情報通信技術を用いた情報の活用により信頼性のある情報の自由かつ安全な流通の確保を図ること","インターネット上での権利侵害があった場合のサービスプロバイダなどが負う責任範囲を制限し、同時に被害者が発信者情報の開示を請求できる権利を定めること","広告宣伝を目的とする電子メールの適正化のための措置を定め、電子メールの利用環境の整備を図ることにより、高度情報通信社会の健全な発展に寄与すること","全ての国民が情報通信技術の恵みを享受できる社会の実現を目指し、情報通信技術を用いた情報の活用により信頼性のある情報の自由かつ安全な流通の確保を図ること","通信販売などの取引を公正にし、購入者等が受ける損害の防止を図り、購入者等の利益を保護することにより、国民経済の健全な発展に寄与すること",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2023,"2桁の2進数x1x2が表す整数をxとする。2進数 x2x1 が表す整数を、xの式で表したものはどれか。ここで、int(r) は非負の実数の小数点以下を切り捨てた整数を表す。","2x - 3*int(x/2)","2x + 4*int(x/2)","2x + 5*int(x/2)","2x - 3*int(x/2)","2x - 4*int(x/2)",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2023,"複数の変数をもつデータに対する分析手法の記述のうち、主成分分析はどれか。","変数を統合した新たな変数を使用して、データがもつ変数の数を減らす方法","変数に共通して影響を与える新たな変数を計算して、データの背後にある構造を取得する方法","変数の値からほかの変数の値を予測して、データがもつ変数間の関連性を確認する方法","変数の値が互いに類似するものを集めることによって、データを分類する方法","変数を統合した新たな変数を使用して、データがもつ変数の数を減らす方法",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2023,"逆ポーランド表記法(後置記法)で表現されている式 ABCD-×+において, A=16, B=8, C=4, D=2のときの演算結果はどれか。逆ポーランド表記法による式AB+は、中置記法による式A+Bと同一である。","32","32","46","48","94",60,""
応用情報技術者試験,テクノロジ系,基礎理論,基礎理論,2023,"<p>図のように16ビットのデータを4×4の正方形状に並べ、行と列にパリティビットを付加することによって何ビットまでの誤りを訂正できるか。ここで、図の網掛け部分はパリティビットを表す。</p><img src='/images/2023r05a_ap_am_qs_4.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","1","1","2","3","4",60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2023,"<p>双方向リストを三つの一次元配列 elem[i], next[i], prev[i]の組で実現する。双方向リストが図の状態のとき、要素Dの次に要素Cを挿入した後の next[6], prev[6]の値の組合せはどれか。ここで、双方向リストは次のように表現する。
・双方向リストの要素は、elem[i]に値、next[i]に次の要素の要素番号、prev[i]に前の要素の要素番号を設定
・双方向リストの先頭、末尾の要素番号は、それぞれ変数Head、Tailに設定
・next[i]、prev[i]の値が0である要素は、それぞれ双方向リストの末尾、先頭を表す。
・双方向リストへの要素の追加は、一次元配列の末尾に追加</p><img src='/images/2023r05a_ap_am_qs_5.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>",ウ,ア,イ,ウ,エ,60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2023,"<p>あるデータ列を整列したら状態0から順に状態1,2,...,Nへと推移した。整列に使ったアルゴリズムはどれか。</p><img src='/images/2023r05a_ap_am_qs_6.png' alt='アルゴリズム' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","バブルソート","クイックソート","挿入ソート","バブルソート","ヒープソート",60,""
応用情報技術者試験,テクノロジ系,基礎理論,アルゴリズムとプログラミング,2023,"JavaScript のオブジェクトの表記法などを基にして規定したものであって、“名前と値との組みの集まり”と“値の順序付きリスト”の二つの構造に基づいてオブジェクトを表現する、データ記述の仕様はどれか。","JSON","DOM","JSON","SOAP","XML",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2023,"スマートフォンなどで高い処理性能と低消費電力の両立のために、異なる目的に適した複数の種類のコアを搭載したプロセッサはどれか。","ヘテロジニアスマルチコアプロセッサ","スーパースカラプロセッサ","ソフトコアプロセッサ","ヘテロジニアスマルチコアプロセッサ","ホモジニアスマルチコアプロセッサ",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2023,"パイプラインの性能を向上させるための技法の一つで、分岐条件の結果が決定する前に、分岐先を予測して命令を実行するものはどれか。","投機実行","アウトオブオーダー実行","遅延分岐","投機実行","レジスタリネーミング",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2023,"ファイルシステムをフラッシュメモリで構成するとき、ブロックごとの書換え回数を管理することによって、フラッシュメモリの寿命を延ばす技術はどれか。","ウェアレベリング","ウェアレベリング","ジャーナリング","デフラグ","ライトアンプリフィケーション",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,コンピュータ構成要素,2023,"画面表示用フレームバッファがユニファイドメモリ方式であるシステムの特徴はどれか。","主記憶の一部を表示領域として使用する。","主記憶とは別に専用のフレームバッファをもつ。","主記憶の一部を表示領域として使用する。","シリアル接続した表示デバイスに、描画コマンドを用いて表示する。","表示リフレッシュが不要である。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2023,"SAN (Storage Area Network) におけるサーバとストレージの接続形態の説明として、適切なものはどれか。","ファイバチャネルなどによる専用ネットワークで接続する。","シリアルATAなどの接続方式によって内蔵ストレージとして1対1に接続する。","ファイバチャネルなどによる専用ネットワークで接続する。","プロトコルは CIFS (Common Internet File System) を使用し、LANで接続する。","プロトコルは NFS (Network File System) を使用し、LANで接続する。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2023,"システムの性能を向上させるための方法として、スケールアウトが適しているシステムはどれか。","参照系のトランザクションが多いので、複数のサーバで分散処理を行っているシステム","一連の大きな処理を一括して実行しなければならないので、並列処理が困難な処理が中心のシステム","参照系のトランザクションが多いので、複数のサーバで分散処理を行っているシステム","データを追加するトランザクションが多いので、データの整合性を取るためのオーバーヘッドを小さくしなければならないシステム","同一のマスターデータベースがシステム内に複数配置されているので、マスターを更新する際にはデータベース間で整合性を保持しなければならないシステム",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2023,"IaC (Infrastructure as Code) に関する記述として、最も適切なものはどれか。","ソフトウェアによる自動実行を可能にするために、システムの構成や状態をコードに定義すること","インフラストラクチャの自律的なシステム運用を実現するために、インシデントへの対応手順をコードに定義すること","各種開発支援ツールを利用するために、ツールの連携手順をコードに定義すること","継続的インテグレーションを実現するために、アプリケーションの生成手順や試験の手順をコードに定義すること","ソフトウェアによる自動実行を可能にするために、システムの構成や状態をコードに定義すること",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,システム構成要素,2023,"アクティブースタンバイ構成の2台のサーバから成るシステムがある。各サーバのMTBFは99時間,MTTRは10時間, フェールオーバーに要する時間は2時間であるとき、このシステムの稼働率はおよそ幾らか。ここで、二重に障害は発生しないものとする。","0.98","0.82","0.89","0.91","0.98",300,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2023,"ページング方式の仮想記憶において、あるプログラムを実行したとき、1回のページフォールトの平均処理時間は30ミリ秒であった。ページフォールト発生時の処理時間が次の条件であったとすると、ページアウトを伴わないページインだけの処理の割合は幾らか。
[ページフォールト発生時の処理時間]
(1) ページアウトを伴わない場合、ページインの処理時間は20ミリ秒である。
(2) ページアウトを伴う場合、置換えページの選択、ページアウト、ページインの合計処理時間は60ミリ秒である。","0.75","0.25","0.33","0.67","0.75",300,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2023,"<p>プリエンプティブな優先度ベースのスケジューリングで実行する二つの周期タスクA及びBがある。タスクBが周期内に処理を完了できるタスクA及びBの最大実行時間及び周期の組合せはどれか。ここで、タスク A の方がタスク Bより優先度が高く, かつ、タスク AとBの共有資源はなく、タスク切替え時間は考慮しないものとする。また、時間及び周期の単位はミリ秒とする。</p><img src='/images/2023r05a_ap_am_qs_17.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>",ア,ア,イ,ウ,エ,60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2023,"あるコンピュータ上で、当該コンピュータとは異なる命令形式のコンピュータで実行できる目的プログラムを生成する言語処理プログラムはどれか。","クロスコンパイラ","エミュレーター","クロスコンパイラ","最適化コンパイラ","プログラムジェネレーター",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ソフトウェア,2023,"Linux カーネルの説明として、適切なものはどれか。","プロセス管理やメモリ管理などの、アプリケーションソフトウェアが動作するための基本機能を提供する。","CUI によるコマンド入力のためのシェルと呼ばれるソフトウェアが組み込まれていて、文字での操作が可能である。","GUI を利用できるデスクトップ環境が組み込まれていて、マウスを使った直感的な操作が可能である。","Web ブラウザ、ワープロソフト、表計算ソフトなどが含まれており, Linux カーネルだけで多くの業務が行える。","プロセス管理やメモリ管理などの、アプリケーションソフトウェアが動作するための基本機能を提供する。",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ハードウェア,2023,"FPGAの説明として、適切なものはどれか。","論理回路を基板上に実装した後で再プログラムできる集積回路","電気的に記憶内容の書換えを行うことができる不揮発性メモリ","特定の分野及びアプリケーション用に限定した特定用途向け汎用集積回路","浮動小数点数の演算を高速に実行する演算ユニット","論理回路を基板上に実装した後で再プログラムできる集積回路",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ハードウェア,2023,"MOS トランジスタの説明として、適切なものはどれか。","金属と半導体との間に酸化物絶縁体を挟んだ構造をもつことが特徴の半導体素子","pn 接合における電子と正孔の再結合によって光を放出するという性質を利用した半導体素子","pn 接合部に光が当たると電流が発生するという性質を利用した半導体素子","金属と半導体との間に酸化物絶縁体を挟んだ構造をもつことが特徴の半導体素子","逆方向電圧をある電圧以上印加すると、電流だけが増加し電圧がほぼ一定に保たれるという特性をもつ半導体素子",60,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ハードウェア,2023,"<p>図の論理回路において, S=1, R=1, X=0, Y=1のとき、Sを一旦0にした後、再び1に戻した。この操作を行った後のX, Yの値はどれか。</p><img src='/images/2023r05a_ap_am_qs_22.png' alt='図' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>","X=1, Y=0","X=0, Y=0","X=0, Y=1","X=1, Y=0","X=1, Y=1",300,""
応用情報技術者試験,テクノロジ系,コンピュータシステム,ハードウェア,2023,"<p>真理値表に示す3入力多数決回路はどれか。</p><img src='/images/2023r05a_ap_am_qs_23.png' alt='表' style='width: 100%; max-width: 400px; display: block; margin: 1em auto;'>",ア,ア,イ,ウ,エ,300,""
応用情報技術者試験,テクノロジ系,技術要素,ユーザーインターフェース,2023,"JIS X 9303-1:2006（ユーザシステムインタフェース及びシンボル-アイコン及び機能-アイコン一般）で規定されているアイコンの習得性の説明はどれか。","アイコンによって表現されたシステム機能が、それが理解された後に、どれだけ容易に思い出すことができるかを示す。","アイコンによって表現されたシステム機能が、それが理解された後に、どれだけ容易に思い出すことができるかを示す。","アイコンの図柄の詳細を、どれだけ容易に区別できるかを示す。","同じ又は類似したアイコンによる以前の経験に基づいて、どれだけ容易にアイコンを識別できるかを示す。","空間的,時間的又は文脈的に近くに表示された別のアイコンから、与えられたアイコンをどれだけ容易に区別できるかを示す。",60,""
